date,DOW30,FTSE100,NASDAQ,SP500,SSE,VIX
20/2/21,0,0,0,0,0,0
21/2/21,0,0,0,0,0,0
22/2/21,0.000868641,-0.00178296,-0.02491491,-0.007762893,-0.014642828,0.06155796
23/2/21,0.000496682,0.00206974,-0.005026233,0.00125553,-0.00167056,-0.014605077
24/2/21,0.013370752,0.004983126,0.009811903,0.011287668,-0.020077233,-0.079682198
25/2/21,-0.017671401,-0.001051762,-0.035826183,-0.024783394,0.005866457,0.30291224
26/2/21,-0.015068716,-0.025672512,0.005542773,-0.004761532,-0.021418517,-0.033078266
27/2/21,0,0,0,0,0,0
28/2/21,0,0,0,0,0,0
1/3/21,0.019311024,0.016080656,0.029611051,0.023512173,0.011987947,-0.179820226
2/3/21,-0.004576427,0.003832641,-0.017073539,-0.008113679,-0.012127314,0.031614856
3/3/21,-0.003875733,0.009285762,-0.027398333,-0.013152336,0.019281925,0.101327485
4/3/21,-0.011124916,-0.003691939,-0.021327968,-0.013508038,-0.020736864,0.068817865
5/3/21,0.018332975,-0.003071953,0.01533984,0.019308356,-0.000429073,-0.147174714
6/3/21,0,0,0,0,0,0
7/3/21,0,0,0,0,0,0
8/3/21,0.009672896,0.013274015,-0.024364592,-0.005373643,-0.023277818,0.03231877
9/3/21,0.000952328,0.001665459,0.036188235,0.014055401,-0.018323067,-0.058198184
10/3/21,0.014479624,-0.000698535,-0.00038177,0.006012204,-0.000461528,-0.063124675
11/3/21,0.00582165,0.001693567,0.024925431,0.010341826,0.023281432,-0.029235256
12/3/21,0.008980501,0.003630037,-0.005899262,0.001014883,0.004717051,-0.057292629
13/3/21,0,0,0,0,0,0
14/3/21,0,0,0,0,0,0
15/3/21,0.005319189,-0.001746671,0.010444595,0.00647094,-0.009640692,-0.032419334
16/3/21,-0.003876954,0.00795381,0.000880786,-0.001570917,0.007800883,-0.012054378
17/3/21,0.005753906,-0.006029651,0.003973064,0.002875245,-0.000342959,-0.02870527
18/3/21,-0.004647116,0.002510635,-0.030708812,-0.01487056,0.005071094,0.11529542
19/3/21,-0.00715621,-0.010527661,0.007524913,-0.000602886,-0.017009879,-0.029628274
20/3/21,0,0,0,0,0,0
21/3/21,0,0,0,0,0,0
22/3/21,0.00315881,0.002590275,0.012206457,0.007000557,0.011325899,-0.104035567
23/3/21,-0.009456042,-0.00400735,-0.011264054,-0.007660118,-0.009315943,0.072517732
24/3/21,-9.53E-05,0.002042888,-0.020299644,-0.005482337,-0.013115034,0.043380369
25/3/21,0.006132286,-0.005691822,0.001217448,0.005226583,-0.001031095,-0.067814384
26/3/21,0.013803908,0.009809744,0.012333458,0.016494419,0.01614234,-0.049143524
27/3/21,0,0,0,0,0,0
28/3/21,0,0,0,0,0,0
29/3/21,0.002973609,-0.00065296,-0.006037039,-0.00086839,0.00495305,0.095020882
30/3/21,-0.003152563,0.005315249,-0.001092566,-0.003162829,0.006204299,-0.05602452
31/3/21,-0.002586287,-0.008675911,0.015326519,0.003615954,-0.004282047,-0.010766625
1/4/21,0.005191235,0.003523888,0.017453985,0.01175583,0.007069896,-0.112833947
2/4/21,0,0,0,0,0.005197173,0
3/4/21,0,0,0,0,0,0
4/4/21,0,0,0,0,0,0
5/4/21,0.011217221,0,0.016588476,0.014334988,0,0.032920108
6/4/21,-0.002895965,0.012727984,-0.000526198,-0.000974005,-0.000408223,0.011657139
7/4/21,0.000479195,0.00900147,-0.000696678,0.001474146,-0.000959437,-0.054435262
8/4/21,0.001711987,0.008230079,0.010209331,0.004211751,0.000838865,-0.012313206
9/4/21,0.00882659,-0.003810135,0.005112318,0.007690288,-0.009193505,-0.015458109
10/4/21,0,0,0,0,0,0
11/4/21,0,0,0,0,0,0
12/4/21,-0.001634535,-0.003868154,-0.003617307,-0.000196098,-0.010994288,0.013095384
13/4/21,-0.00202095,0.000203185,0.010493459,0.003289072,-0.004840357,-0.01549496
14/4/21,0.001590938,0.007100499,-0.009927565,-0.004096104,0.00594437,0.020214729
15/4/21,0.00900439,0.006306074,0.012970933,0.011033101,-0.005202692,-0.025031109
16/4/21,0.004826846,0.005141767,0.00096686,0.003602323,0.008096061,-0.019500904
17/4/21,0,0,0,0,0,0
18/4/21,0,0,0,0,0,0
19/4/21,-0.003604164,-0.002767542,-0.009838087,-0.00532069,0.01475365,0.062035444
20/4/21,-0.007550321,-0.020231598,-0.009277697,-0.006825561,-0.001326556,0.077325096
21/4/21,0.009300075,0.005147142,0.011822124,0.009263021,-2.88E-06,-0.065252568
22/4/21,-0.00945982,0.006202411,-0.009493487,-0.009253338,-0.002254189,0.06685721
23/4/21,0.006707715,5.76E-05,0.014255521,0.01086941,0.00261117,-0.076618992
24/4/21,0,0,0,0,0,0
25/4/21,0,0,0,0,0,0
26/4/21,-0.001820446,0.003524752,0.008664103,0.001780685,-0.009544072,0.017729917
27/4/21,9.89E-05,-0.002602815,-0.003440476,-0.000214919,0.000418429,-0.004545458
28/4/21,-0.004853635,0.002688994,-0.002785198,-0.000845898,0.004191493,-0.016073755
29/4/21,0.007070679,-0.000316002,0.002240706,0.006740042,0.005144244,0.018917154
30/4/21,-0.005461329,0.001191534,-0.008548395,-0.007220713,-0.008101971,0.055232146
1/5/21,0,0,0,0,0,0
2/5/21,0,0,0,0,0,0
3/5/21,0.007012402,0,-0.004850326,0.002744322,0,-0.016251774
4/5/21,0.000580274,-0.006708383,-0.019007709,-0.006700737,0,0.061940945
5/5/21,0.002846807,0.016630587,-0.003753696,0.000703216,0,-0.017085579
6/5/21,0.009252658,0.005228362,0.003705273,0.008132299,-0.001620199,-0.04049569
7/5/21,0.006613113,0.007532117,0.008720161,0.007346291,-0.006533382,-0.096997236
8/5/21,0,0,0,0,0,0
9/5/21,0,0,0,0,0,0
10/5/21,-0.00100521,-0.000841904,-0.025808207,-0.010490481,0.002663959,0.163776337
11/5/21,-0.013727112,-0.024973432,-0.000927963,-0.00871175,0.004035065,0.105157051
12/5/21,-0.020087087,0.008113242,-0.027082274,-0.021682782,0.006053925,0.233710236
13/5/21,0.012832443,-0.005913618,0.007134772,0.012099645,-0.009636918,-0.176322954
14/5/21,0.010545736,0.011465945,0.022971492,0.014807779,0.017584426,-0.206741825
15/5/21,0,0,0,0,0,0
16/5/21,0,0,0,0,0,0
17/5/21,-0.001581718,-0.001520292,-0.00379952,-0.002533258,0.007774079,0.047244699
18/5/21,-0.007812146,0.00018487,-0.005652381,-0.008553772,0.003232723,0.078949939
19/5/21,-0.004844891,-0.01201353,-0.000293152,-0.002947752,-0.005127888,0.038607743
20/5/21,0.005534255,0.009964236,0.017589108,0.010499429,-0.001145648,-0.070507618
21/5/21,0.003622432,-0.00024216,-0.00479511,-0.000784188,-0.005828252,-0.025479108
22/5/21,0,0,0,0,0,0
23/5/21,0,0,0,0,0,0
24/5/21,0.00542671,0.004762015,0.014018995,0.009862497,0.003069938,-0.090853626
25/5/21,-0.002372982,-0.003096327,-0.000292844,-0.002127545,0.023751525,0.023631633
26/5/21,0.000308582,-0.000412601,0.005901063,0.001875058,0.003350671,-0.081813533
27/5/21,0.004116726,-0.001025117,-0.000125188,0.001164636,0.004301461,-0.036367693
28/5/21,0.001878671,0.000413024,0.000906673,0.000768586,-0.002238692,0.001194057
29/5/21,0,0,0,0,0,0
30/5/21,0,0,0,0,0,0
31/5/21,0,0,0,0,0.004074125,0
1/6/21,0.001327242,0.008210993,-0.000892099,-0.000492455,0.002549653,0.065805583
2/6/21,0.00072483,0.003876384,0.001443986,0.001445889,-0.007635219,-0.023743347
3/6/21,-0.000674782,-0.006152837,-0.010362969,-0.003635303,-0.003600979,0.031534221
4/6/21,0.005173607,0.000650954,0.01458194,0.008795303,0.002126554,-0.094091457
5/6/21,0,0,0,0,0,0
6/6/21,0,0,0,0,0,0
7/6/21,-0.003636219,0.00115935,0.004854789,-0.000797056,0.00214144,0
8/6/21,-0.00087875,0.002526042,0.003106487,0.00017501,-0.005412514,0.03882241
9/6/21,-0.004422495,-0.001989278,-0.000945527,-0.001825533,0.003148515,0.046919344
10/6/21,0.000554251,0.001016316,0.007774618,0.004641455,0.005403929,-0.105422568
11/6/21,0.000387646,0.006454661,0.003495218,0.001946539,-0.005863439,-0.028348403
12/6/21,0,0,0,0,0,0
13/6/21,0,0,0,0,0,0
14/6/21,-0.002493028,0.001764621,0.007415511,0.001813556,0,0.046200463
15/6/21,-0.002749096,0.00360353,-0.007171008,-0.00201372,-0.00928876,0.037717795
16/6/21,-0.007775382,0.001741251,-0.002360561,-0.005404704,-0.010807335,0.06428139
17/6/21,-0.006196058,-0.004407765,0.008628811,-0.000435811,0.002064195,-0.022285024
18/6/21,-0.015894927,-0.019180725,-0.009291425,-0.013211356,-0.00014183,0.153748221
19/6/21,0,0,0,0,0,0
20/6/21,0,0,0,0,0,0
21/6/21,0.017475997,0.006363721,0.007887386,0.013905164,0.001156698,-0.145891874
22/6/21,0.002023203,0.003914591,0.007873965,0.005111406,0.007967197,-0.071231236
23/6/21,-0.002103806,-0.0022451,0.001294369,-0.001083871,0.002473476,-0.020619297
24/6/21,0.009477874,0.005062003,0.006841826,0.00579443,0.000120549,-0.021679352
25/6/21,0.006907131,0.003664179,-0.000648819,0.003325063,0.011404907,-0.022159842
26/6/21,0,0,0,0,0,0
27/6/21,0,0,0,0,0,0
28/6/21,-0.004382331,-0.008881704,0.009710108,0.002312289,-0.000329901,0.008922962
29/6/21,0.000263054,0.002062074,0.001916737,0.000277298,-0.009245822,0.016362871
30/6/21,0.006111605,-0.007093799,-0.001679502,0.001327278,0.005030458,-0.011931101
1/7/21,0.003790199,0.01238483,0.00126986,0.005208041,-0.000674075,-0.02235803
2/7/21,0.004402789,-0.00026675,0.008020848,0.007472096,-0.019703662,-0.026842846
3/7/21,0,0,0,0,0,0
4/7/21,0,0,0,0,0,0
5/7/21,0,0.005823017,0,0,0.00441228,0
6/7/21,-0.00602566,-0.008972568,0.001659189,-0.002023903,-0.001149413,0.08701143
7/7/21,0.003015285,0.007030684,9.68E-05,0.003353347,0.006623409,-0.014706133
8/7/21,-0.007520886,-0.016965905,-0.007204813,-0.008597881,-0.007972664,0.15942769
9/7/21,0.012937601,0.012888228,0.009715141,0.011214826,-0.000399998,-0.160663049
10/7/21,0,0,0,0,0,0
11/7/21,0,0,0,0,0,0
12/7/21,0.00360745,0.000491321,0.002128089,0.003445233,0.006716721,-0.000618252
13/7/21,-0.003073356,-9.82E-05,-0.003780226,-0.003523011,0.005251344,0.057089741
14/7/21,0.001272991,-0.004713041,-0.002230376,0.001164257,-0.010717484,-0.047243517
15/7/21,0.001538584,-0.011231639,-0.00697687,-0.003267574,0.010176213,0.040797518
16/7/21,-0.008587596,-0.00055633,-0.008000607,-0.007567415,-0.007120084,0.081262992
17/7/21,0,0,0,0,0,0
18/7/21,0,0,0,0,0,0
19/7/21,-0.021146124,-0.023635851,-0.010609715,-0.015996781,-5.08E-05,0.198450897
20/7/21,0.016063347,0.005347752,0.01556301,0.015048806,-0.000658595,-0.131375012
21/7/21,0.008253164,0.016888697,0.00913611,0.008208042,0.007288159,-0.096781089
22/7/21,0.00072827,-0.00429597,0.003591792,0.002014639,0.00338303,-0.012359669
23/7/21,0.006816927,0.008474003,0.010324104,0.010094332,-0.00683049,-0.02809011
24/7/21,0,0,0,0,0,0
25/7/21,0,0,0,0,0,0
26/7/21,0.002357577,-0.000313128,0.000250675,0.002379367,-0.023643693,0.02185246
27/7/21,-0.002444036,-0.004179274,-0.012211813,-0.004723583,-0.025191812,0.096447225
28/7/21,-0.003645978,0.002925919,0.006933341,-0.000186279,-0.005810638,-0.055761784
29/7/21,0.004387654,0.008769096,0.00106156,0.004197332,0.014802452,-0.033882647
30/7/21,-0.004257719,-0.006534086,-0.007169926,-0.005420714,-0.004217863,0.030052289
31/7/21,0,0,0,0,0,0
1/8/21,0,0,0,0,0,0
2/8/21,-0.002789267,0.007000226,0.00057169,-0.001844506,0.019509026,0.064744058
3/8/21,0.007954871,0.003383287,0.005449286,0.008169961,-0.004716267,-0.075769464
4/8/21,-0.009261427,0.002558008,0.001302576,-0.004643151,0.008441666,-0.003887903
5/8/21,0.007775307,-0.000491425,0.007722858,0.005987486,-0.003073238,-0.039153859
6/8/21,0.004105771,0.000365095,-0.003993184,0.001673865,-0.002402985,-0.067629777
7/8/21,0,0,0,0,0,0
8/8/21,0,0,0,0,0,0
9/8/21,-0.003033983,0.001304751,0.001644664,-0.00094035,0.010470579,0.034685541
10/8/21,0.004627786,0.0040159,-0.004863015,0.000992187,0.01005055,0.004177959
11/8/21,0.006227525,0.008219181,-0.001553143,0.001274931,0.000761817,-0.037625847
12/8/21,0.000419324,-0.003732654,0.003456237,0.004137808,-0.002233167,-0.036527985
13/8/21,0.000437296,0.003538746,0.000448098,0.001606016,-0.002397358,-0.009020702
14/8/21,0,0,0,0,0,0
15/8/21,0,0,0,0,0,0
16/8/21,0.003093011,-0.009003268,-0.001967854,0.002617422,0.000295733,0.042451798
17/8/21,-0.007950512,0.003780947,-0.009343386,-0.007085744,-0.020207701,0.105298418
18/8/21,-0.010883983,-0.001644595,-0.008928106,-0.010806653,0.011052728,0.185944239
19/8/21,-0.001905963,-0.015518775,0.001092614,0.001255903,-0.005677302,0.004625373
20/8/21,0.006454628,0.004099873,0.01181771,0.008108604,-0.011090078,-0.15492012
21/8/21,0,0,0,0,0,0
22/8/21,0,0,0,0,0,0
23/8/21,0.006121101,0.002972496,0.01537528,0.008487668,0.014424512,-0.079010547
24/8/21,0.000864213,0.002360386,0.005149751,0.001494619,0.010681794,0.004073308
25/8/21,0.001108868,0.003404383,0.001467687,0.002217657,0.007345032,-0.025287934
26/8/21,-0.005448404,-0.00351663,-0.00640604,-0.00584195,-0.010995731,0.115198752
27/8/21,0.006868101,0.003222871,0.012215516,0.008769072,0.005835279,-0.139310922
28/8/21,0,0,0,0,0,0
29/8/21,0,0,0,0,0,0
30/8/21,-0.001579576,0,0.008974424,0.004297324,0.001700322,-0.012277555
31/8/21,-0.0011054,-0.00396698,-0.000435668,-0.001350027,0.004465183,0.017753696
1/9/21,-0.001364002,0.00421874,0.003280468,0.00031164,0.006513882,-0.022707262
2/9/21,0.003711023,0.001970155,0.001422938,0.002838606,0.008358328,0.018450661
3/9/21,-0.002110646,-0.003565864,0.002107195,-0.000335087,-0.004265377,0
4/9/21,0,0,0,0,0,0
5/9/21,0,0,0,0,0,0
6/9/21,0,0.006813045,0,0,0.011141817,0
7/9/21,-0.00763714,-0.00527327,0.000703403,-0.003401352,0.01499798,0.100228515
8/9/21,-0.00196574,-0.007567643,-0.005720019,-0.001319437,-0.0003809,-0.009972399
9/9/21,-0.004339599,-0.010099423,-0.002514479,-0.004616247,0.004869489,0.045709817
10/9/21,-0.00781905,0.000711572,-0.008744681,-0.007752552,0.002698731,0.108281854
11/9/21,0,0,0,0,0,0
12/9/21,0,0,0,0,0,0
13/9/21,0.007539476,0.005561203,-0.000655844,0.0022739,0.003305265,-0.078413162
14/9/21,-0.008411003,-0.004864368,-0.004499861,-0.005763214,-0.014304997,0.004635509
15/9/21,0.00682561,-0.002505246,0.008196961,0.008438294,-0.001743486,-0.068038924
16/9/21,-0.001813259,0.001566506,0.001343924,-0.001552345,-0.013528441,0.027666545
17/9/21,-0.004801005,-0.009134428,-0.009128013,-0.00915263,0.001905506,0.107444965
18/9/21,0,0,0,0,0,0
19/9/21,0,0,0,0,0,0
20/9/21,-0.01792498,-0.008610141,-0.022184576,-0.017123078,0,0.211446371
21/9/21,-0.001491492,0.011105718,0.00220636,-0.000812689,0,-0.053937518
22/9/21,0.009929375,0.014561832,0.010150743,0.009474585,0.004009698,-0.154629707
23/9/21,0.014676501,-0.000706125,0.010377078,0.01206168,0.003776797,-0.113539622
24/9/21,0.000953949,-0.00380752,-0.000301664,0.001459943,-0.008035532,-0.048387624
25/9/21,0,0,0,0,0,0
26/9/21,0,0,0,0,0,0
27/9/21,0.002048911,0.001686148,-0.005178992,-0.002780244,-0.008404833,0.05534144
28/9/21,-0.016463812,-0.005010095,-0.028683409,-0.020574318,0.005397301,0.214578176
29/9/21,0.002641712,0.011332662,-0.002356525,0.001567954,-0.018472148,-0.030126729
30/9/21,-0.016027302,-0.003071634,-0.004410097,-0.011981203,0.008974671,0.025384292
1/10/21,0.01415709,-0.008403324,0.00814197,0.011425952,0,-0.092289637
2/10/21,0,0,0,0,0,0
3/10/21,0,0,0,0,0,0
4/10/21,-0.009470054,-0.002293773,-0.021596688,-0.013070952,0,0.084480473
5/10/21,0.009126556,0.009383889,0.012433335,0.010469517,0,-0.075046495
6/10/21,0.002977274,-0.011539984,0.004705613,0.004094399,0,-0.014184599
7/10/21,0.009771473,0.011667133,0.010434293,0.008264039,0,-0.072058744
8/10/21,-0.000250108,0.002483505,-0.00509549,-0.001915557,0.006703618,-0.040203818
9/10/21,0,0,0,0,0,0
10/10/21,0,0,0,0,0,0
11/10/21,-0.007226579,0.007203795,-0.006422693,-0.006889442,-0.000128054,0.063472399
12/10/21,-0.003418363,-0.002339371,-0.001400953,-0.002419706,-0.012543158,-0.007528247
13/10/21,-1.55E-05,0.001625506,0.007281617,0.003017956,0.004169564,-0.06289425
14/10/21,0.015435352,0.009185108,0.017131866,0.016919162,-0.000977517,-0.100365788
15/10/21,0.01088795,0.003642207,0.004973647,0.007432521,0.003951984,-0.033778928
16/10/21,0,0,0,0,0,0
17/10/21,0,0,0,0,0,0
18/10/21,-0.001024823,-0.004183496,0.008320453,0.003369088,-0.001184852,0.000613323
19/10/21,0.005619661,0.001899995,0.007116254,0.007366143,0.006984806,-0.038117684
20/10/21,0.004278561,0.000775605,-0.000489915,0.003657334,-0.001713029,-0.013466061
21/10/21,-0.00017586,-0.004551369,0.006198347,0.002991393,0.002166603,-0.031477979
22/10/21,0.002074673,0.001986856,-0.008282263,-0.001073129,-0.00339398,0.027597025
23/10/21,0,0,0,0,0,0
24/10/21,0,0,0,0,0,0
25/10/21,0.001795871,0.002522938,0.009005581,0.004736959,0.007580199,-0.012390151
26/10/21,0.000440025,0.007558489,0.000590892,0.001818141,-0.003390975,0.047414376
27/10/21,-0.007472219,-0.00334464,8.52E-06,-0.00506437,-0.009868818,0.060698242
28/10/21,0.006733671,-0.00052401,0.013836784,0.009781288,-0.012397224,-0.026859201
29/10/21,0.002489955,-0.001642828,0.003248804,0.001947437,0.008186049,-0.016468835
30/10/21,0,0,0,0,0,0
31/10/21,0,0,0,0,0,0
1/11/21,0.002628659,0.007021824,0.006273212,0.001798459,-0.000806593,0.009182778
2/11/21,0.003857053,-0.001895203,0.003435996,0.003673607,-0.011021244,-0.023428886
3/11/21,0.002906772,-0.003566575,0.010297255,0.006440495,-0.002024464,-0.05976724
4/11/21,-0.000922712,0.004267393,0.008108506,0.004173222,0.008065076,0.022266748
5/11/21,0.005623552,0.003305031,0.001960415,0.00372585,-0.010059314,0.065185979
6/11/21,0,0,0,0,0,0
7/11/21,0,0,0,0,0,0
8/11/21,0.002866118,-0.000493015,0.000674127,0.000887394,0.002019918,0.043923962
9/11/21,-0.003085498,-0.003622781,-0.006013424,-0.003504911,0.002389541,0.03200281
10/11/21,-0.006630945,0.00905977,-0.01674659,-0.008259842,-0.004154623,0.052052223
11/11/21,-0.004408573,0.005976492,0.005207682,0.000550788,0.01148159,-0.058824305
12/11/21,0.004972915,-0.004928064,0.009927437,0.007196698,0.001784547,-0.080750708
13/11/21,0,0,0,0,0,0
14/11/21,0,0,0,0,0,0
15/11/21,-0.000356276,0.000544225,-0.000448393,-1.07E-05,-0.001640193,0.012202644
16/11/21,0.001516539,-0.003392615,0.00754131,0.003857779,-0.003262898,-0.00730368
17/11/21,-0.005859831,-0.004897987,-0.003278845,-0.002605015,0.004414152,0.044212681
18/11/21,-0.001674092,-0.004839456,0.004520704,0.003379065,-0.004720884,0.027667444
19/11/21,-0.007526486,-0.004475256,0.003976803,-0.001399645,0.011201842,0.01802864
20/11/21,0,0,0,0,0,0
21/11/21,0,0,0,0,0,0
22/11/21,0.000484955,0.004406345,-0.012702564,-0.003202258,0.006079154,0.067987353
23/11/21,0.005447094,0.001542493,-0.005034495,0.001655761,0.001954782,0.010895002
24/11/21,-0.000263114,0.002693551,0.004433277,0.002291224,0.00100637,-0.042155834
25/11/21,0,0.003302133,0,0,-0.002375113,0
26/11/21,-0.025602288,-0.037121788,-0.022566714,-0.022987011,-0.005620912,0.432020074
27/11/21,0,0,0,0,0,0
28/11/21,0,0,0,0,0,0
29/11/21,0.006756665,0.009326053,0.018620821,0.013113836,-0.000390116,-0.220352272
30/11/21,-0.018737286,-0.007128016,-0.015653932,-0.019143381,0.000333944,0.169095747
1/12/21,-0.01347877,0.015350127,-0.018423684,-0.011885541,0.003641063,0.135001448
2/12/21,0.017994472,-0.005525301,0.008308778,0.014094638,-0.000853005,-0.107433499
3/12/21,-0.001725255,-0.000968374,-0.019421796,-0.008484455,0.009354916,0.092867754
4/12/21,0,0,0,0,0,0
5/12/21,0,0,0,0,0,0
6/12/21,0.018535982,0.015326398,0.009216681,0.011662599,-0.005035589,-0.120803561
7/12/21,0.013881069,0.014768128,0.029878548,0.020495603,0.00160905,-0.216451536
8/12/21,0.000988338,-0.000340662,0.006358959,0.003080536,0.011746845,-0.095310171
9/12/21,-1.64E-06,-0.002196662,-0.017226149,-0.007206988,0.009703773,0.081047244
10/12/21,0.006031244,-0.004037479,0.007270457,0.009503769,-0.001823024,-0.143778306
11/12/21,0,0,0,0,0,0
12/12/21,0,0,0,0,0,0
13/12/21,-0.00893696,-0.008317761,-0.014001013,-0.009178158,0.004009565,0.083124699
14/12/21,-0.002999352,-0.0017716,-0.011460834,-0.007498723,-0.005325108,0.074916534
15/12/21,0.010724641,-0.006643845,0.021293412,0.016216267,-0.003803491,-0.126443009
16/12/21,-0.000829489,0.012445286,-0.025054994,-0.008781863,0.007480971,0.064246814
17/12/21,-0.014936461,0.001280039,-0.000708399,-0.010340965,-0.011675976,0.047469757
18/12/21,0,0,0,0,0,0
19/12/21,0,0,0,0,0,0
20/12/21,-0.012327213,-0.009939313,-0.012519923,-0.011453398,-0.010728092,0.058522598
21/12/21,0.01591912,0.013714897,0.023756084,0.017621755,0.008735605,-0.084827519
22/12/21,0.007332072,0.006052343,0.011716424,0.010128728,-0.000692564,-0.120225386
23/12/21,0.00548553,0.004294891,0.008434974,0.006204413,0.005703314,-0.036626128
24/12/21,0,-0.000162723,0,0,-0.006964568,0
25/12/21,0,0,0,0,0,0
26/12/21,0,0,0,0,0,0
27/12/21,0.009738652,0,0.013823675,0.013744052,-0.000576162,-0.015712937
28/12/21,0.00263635,0,-0.005657621,-0.001010665,0.003903381,-0.007950035
29/12/21,0.002481052,0.006570801,-0.000982632,0.001400913,-0.009163354,-0.03421616
30/12/21,-0.002484701,-0.002388095,-0.001565338,-0.002994234,0.006150063,0.02217122
31/12/21,-0.001643672,-0.002502115,-0.006154879,-0.002629634,0.005673021,-0.00636764
1/1/22,0,0,0,0,0,0
2/1/22,0,0,0,0,0,0
3/1/22,0.006767619,0,0.011934283,0.006353824,0,-0.036668741
4/1/22,0.00584837,0.016212931,-0.013357478,-0.00062982,-0.002048911,0.018502436
5/1/22,-0.010724224,0.001557666,-0.034020251,-0.019583264,-0.010280297,0.154235143
6/1/22,-0.004698032,-0.008886097,-0.001279583,-0.000964234,-0.002534335,-0.006100626
7/1/22,-0.000132709,0.004673362,-0.009658676,-0.004058441,-0.001825394,-0.044312716
8/1/22,0,0,0,0,0,0
9/1/22,0,0,0,0,0,0
10/1/22,-0.00450313,-0.005358137,0.000463854,-0.001442071,0.003897918,0.033546091
11/1/22,0.005064894,0.006172748,0.01399665,0.009118286,-0.007283994,-0.052379059
12/1/22,0.001055957,0.008017046,0.002303055,0.002813792,0.008371447,-0.043859319
13/1/22,-0.004880938,0.001614188,-0.025444116,-0.014346029,-0.011791483,0.142078681
14/1/22,-0.005603938,-0.002766936,0.005854481,0.000819644,-0.009609317,-0.056724011
15/1/22,0,0,0,0,0,0
16/1/22,0,0,0,0,0,0
17/1/22,0,0.009000891,0,0,0.005779462,0
18/1/22,-0.015245462,-0.006273592,-0.026317237,-0.018559105,0.007942016,0.171932546
19/1/22,-0.009654456,0.00344481,-0.011553475,-0.009736791,-0.003291202,0.04546235
20/1/22,-0.008983131,-0.000619478,-0.0130723,-0.011098742,-0.000877202,0.070417423
